_id,Study,Province,Location,Infrastructure,Infrastructure Component 1,Infrastructure Component 2,Climate Parameter,Climate Parameter General,Risk,Risk (Current),Risk (Short Term),Risk (Medium Term),Risk (Long Term)
1792,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
1793,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1794,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
1795,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1796,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1797,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1798,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1799,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1800,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1801,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Mod-Low,Low,Low,NAN,Mod-Low
1802,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Mod-Low,Low,Low,NAN,Mod-Low
1803,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1804,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Mod-Low,Low,Low,NAN,Mod-Low
1805,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1806,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Wind,Wind,Low,Low,Low,NAN,Low
1807,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Wind,Wind,Low,Low,Low,NAN,NAN
1808,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Potable Water,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
1809,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Underground Utilities,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
1810,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Overhead Utilities,NAN,Wind,Wind,Low,Low,Low,NAN,Mod-Low
1811,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1812,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-High,Mod-Low,Mod-Low,Low,Mod-Low
1813,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Breakwaters,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1814,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Scour Pads,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1815,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1816,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1817,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Deck,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1818,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Dock,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1819,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,Low,Mod-Low
1820,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,Low,Mod-Low
1821,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Operations,NAN,Precipitation,Precipitation,Mod-High,Mod-High,Mod-High,Low,Mod-High
1822,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Dock,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1823,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1824,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,High,High,High,NAN,High
1825,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,High,High,High,NAN,High
1826,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,High,High,High,NAN,High
1827,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1828,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1829,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Potable Water,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1830,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Precipitation,Precipitation,Mod-Low,NAN,NAN,NAN,NAN
1831,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1832,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-High,Mod-High,Mod-High,NAN,Mod-High
1833,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1834,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Underground Utilities,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1835,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,High,High,High,NAN,High
1836,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1837,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Stormwater,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1838,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1839,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1840,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1841,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Precipitation,Precipitation,Mod-High,Mod-High,Mod-High,NAN,Mod-High
1842,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Earth Berm,NAN,Precipitation,Precipitation,Mod-High,Mod-Low,Mod-High,NAN,Mod-High
1843,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1844,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Precipitation,Precipitation,High,High,High,NAN,High
1845,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1846,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1847,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Precipitation,Precipitation,Low,Special,Special,NAN,Special
1848,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1849,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Low,Special,Special,NAN,Special
1850,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Low,Special,Special,NAN,Special
1851,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1852,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-High,Mod-High,Mod-High,NAN,Mod-High
1853,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-High,Mod-High,Mod-High,NAN,Mod-High
1854,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1855,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1856,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-High,Mod-High,Mod-High,NAN,Mod-High
1857,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Precipitation,Precipitation,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1858,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Precipitation,Precipitation,Low,Low,Special,NAN,Special
1859,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Potable Water,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1860,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Underground Utilities,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
1861,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Overhead Utilities,NAN,Precipitation,Precipitation,Mod-High,Mod-High,Mod-High,NAN,Mod-High
1862,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1863,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-High,Mod-Low,Mod-Low,Low,Mod-Low
1864,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Breakwaters,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1865,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Scour Pads,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1866,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1867,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1868,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Deck,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1869,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Dock,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1870,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Low,Low,Special,Low,Special
1871,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,Low,Mod-Low
1872,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Operations,NAN,Storms,Composite,Mod-High,Mod-Low,Mod-High,Low,Mod-High
1873,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Dock,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1874,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1875,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,High,High,High,NAN,Mod-High
1876,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,High,High,High,NAN,Mod-High
1877,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,High,High,High,NAN,Mod-High
1878,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1879,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1880,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Potable Water,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1881,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1882,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1883,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-High,Mod-Low,Mod-High,NAN,Mod-High
1884,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1885,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Underground Utilities,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1886,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,High,Mod-High,High,NAN,High
1887,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1888,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Stormwater,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1889,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1890,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1891,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1892,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1893,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Earth Berm,NAN,Storms,Composite,Mod-High,Mod-Low,Mod-High,NAN,Mod-High
1894,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1895,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Storms,Composite,High,Mod-High,High,NAN,High
1896,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1897,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1898,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Storms,Composite,Low,Low,Special,NAN,Special
1899,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1900,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Low,Low,Special,NAN,Special
1901,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Low,Low,Special,NAN,Special
1902,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1903,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-High,Mod-Low,Mod-High,NAN,Mod-High
1904,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-High,Mod-Low,Mod-High,NAN,Mod-High
1905,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1906,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-High,Mod-Low,Mod-High,NAN,Mod-High
1907,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1908,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Storms,Composite,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1909,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Storms,Composite,Low,Low,Special,NAN,Special
1910,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Potable Water,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1911,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Underground Utilities,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
1912,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Overhead Utilities,NAN,Storms,Composite,Mod-High,Mod-High,Mod-High,NAN,Mod-High
1913,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Temperature,Temperature,High,High,Mod-High,Low,High
1914,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Low,NAN,NAN,NAN,NAN
1915,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Breakwaters,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1916,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Scour Pads,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1917,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1918,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1919,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Deck,NAN,Temperature,Temperature,Low,Low,Low,Low,Low
1920,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Dock,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,Low,Low
1921,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Low,Special,Low,Low,Low
1922,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Temperature,Temperature,Low,Low,Low,Low,Low
1923,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Operations,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,Low,Mod-Low
1924,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Dock,NAN,Temperature,Temperature,Low,Low,Low,NAN,Low
1925,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1926,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1927,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1928,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1929,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1930,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Temperature,Temperature,Low,Low,Low,NAN,Low
1931,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Potable Water,NAN,Temperature,Temperature,Low,Low,Low,NAN,Low
1932,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1933,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Electrical,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1934,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1935,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Temperature,Temperature,Low,Special,Low,NAN,Low
1936,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Underground Utilities,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1937,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1938,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1939,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Stormwater,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1940,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1941,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1942,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Ferry service,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1943,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1944,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Earth Berm,NAN,Temperature,Temperature,Low,Low,Low,NAN,Low
1945,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1946,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Petroleum,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1947,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Mechanical,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1948,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1949,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Roads & Assoc. Infras,NAN,Temperature,Temperature,Low,Special,Low,NAN,Special
1950,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Mod-Low,Mod-Low,Mod-Low,NAN,Mod-Low
1951,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Low,Special,Low,NAN,Special
1952,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
1953,CBCL (2020) (NB) (Belledune),New Brunswik,Belledune,Coastal Infrastructure,Building,NAN,Temperature,Temperature,Low,Special,Low,NAN,Special
